ID,Nombre,Descripcion,Tipo
6,¿Se requieren vigencias futuras?,,Texto simple
6,Estado de solicitud de vigencias futuras,,Texto simple
6,Unidad de contratación (referencia),,Texto simple
6,Ubicación,,Texto simple
6,Nombre del responsable,,Texto simple
6,Teléfono del responsable,,Texto simple
6,Correo electrónico del responsable,,Texto simple
7,CODIGO UNSPSC,,Texto simple
7,DESCRIPCIÓN,,Texto simple
7,FECHA ESTIMADA DE INICIO DE PROCESO DE SELECCIÓN,,Fecha y hora
7,DURACIÓN ESTIMADA DEL CONTRATO,,Texto simple
7,MODALIDAD DE SELECCIÓN,,Texto simple
7,FUENTE DE LOS RECURSOS,,Texto simple
7,VALOR TOTAL ESTIMADO,,Texto simple
7,VALOR ESTIMADO EN LA VIGENCIA ACTUAL,,Texto simple
7,¿SE REQUIEREN VIGENCIAS FUTURAS?,,Texto simple
7,ESTADO DE SOLICITUD DE VIGENCIAS FUTURAS,,Texto simple
7,DATOS DE CONTACTO DEL RESPONSABLE,,Texto simple
8,Códigos UNSPSC,,Número
8,Descripción,,Texto simple
8,Fecha estimada de inicio de proceso de selección,,Fecha y hora
8,Duración estimada del contrato,,Número
8,Modalidad de selección,,Texto simple
8,Fuente de los recursos,,Texto simple
8,Valor total estimado,,Número
8,Valor estimado en la vigencia actual,,Número
8,¿Se requieren vigencias futuras?,,Casilla
9,Códigos UNSPSC,,Texto simple
9,Descripción,,Texto simple
9,Fecha estimada de inicio de proceso de selección,,Texto simple
9,Duración estimada del contrato,,Texto simple
9,Modalidad de selección,,Texto simple
9,Fuente de los recursos,,Texto simple
9,Valor total estimado,,Texto simple
9,Valor estimado en la vigencia actual,,Texto simple
9,¿Se requieren vigencias futuras?,,Casilla
9,Estado de solicitud de vigencias futuras,,Texto simple
9,Datos de contacto del responsable,,Texto simple
10,Códigos UNSPSC,,Número
10,Descripción,,Texto simple
10,Fecha estimada de inicio de proceso de selección,,Texto simple
10,Duración estimada del contrato,,Texto simple
10,Modalidad de selección,,Texto simple
10,Fuente de los recursos,,Texto simple
10,Valor total estimado,,Número
10,Valor estimado en la vigencia actual,,Número
10,¿Se requieren vigencias futuras?,,Casilla
10,Estado de solicitud de vigencias futuras,,Texto simple
10,Datos de contacto del responsable,,Texto simple
11,Códigos UNSPSC,,Texto simple
11,Descripción,,Texto simple
11,Fecha estimada de inicio de proceso de selección,,Texto simple
11,Duración estimada del contrato,,Texto simple
11,Modalidad de selección,,Texto simple
11,Fuente de los recursos,,Texto simple
11,Valor total estimado,,Número
11,Valor estimado en la vigencia actual,,Número
11,Datos de contacto del responsable,,Texto simple
12,CODIGO UNSPSC,,Texto simple
12,DESCRIPCIÓN,,Texto simple
12,FECHA ESTIMADA DE INICIO DE PROCESO DE SELECCIÓN,,Texto simple
12,DURACIÓN ESTIMADA DEL CONTRATO,,Texto simple
12,MODALIDAD DE SELECCIÓN,,Texto simple
12,FUENTE DE LOS RECURSOS,,Texto simple
12,VALOR TOTAL ESTIMADO,,Número
12,VALOR ESTIMADO EN LA VIGENCIA ACTUAL,,Número
12,¿SE REQUIEREN VIGENCIAS FUTURAS?,,Texto simple
12,ESTADO DE SOLICITUD DE VIGENCIAS FUTURAS,,Texto simple
12,DATOS DE CONTACTO DEL RESPONSABLE,,Texto simple
13,Código UNSPSC (cada código separado por ;),,Texto simple
13,Descripción,,Texto simple
13,Mes estimado de inicio de proceso de selección (mes),,Número
13,Mes estimado de presentación de ofertas (mes),,Texto simple
13,Duración del contrato (número),,Número
13,Modalidad de selección,,Texto simple
13,Fuente de los recursos,,Texto simple
13,Valor total estimado,,Texto simple
13,Valor estimado en la vigencia actual,,Texto simple
13,Unidad de contratación (referencia),,Texto simple
13,Ubicación,,Texto simple
13,Nombre del responsable,,Texto simple
13,Teléfono del responsable,,Número
13,Correo electrónico del responsable,,Texto simple
14,Códigos UNSPSC,,Número
14,Descripción,,Texto simple
14,Fecha estimada de inicio de proceso de selección,,Fecha y hora
14,Duración estimada del contrato,,Texto simple
14,Modalidad de selección,,Texto simple
14,Fuente de los recursos,,Texto simple
14,Valor total estimado,,Número
14,Valor estimado en la vigencia actual,,Número
14,¿Se requieren vigencias futuras?,,Casilla
14,Estado de solicitud de vigencias futuras,,Texto simple
14,Datos de contacto del responsable,,Texto simple
15,AÑO,,Número
15,CODIGOS UNSPSC,,Número
15,DESCRIPCION,,Texto simple
15,FECHA ESTIMADA DE INICIO DE PROCESOS DE SELECCIÓN,,Texto simple
15,DURACION ESTIMADA DEL CONTRATO,,Número
15,MODALIDAD DE SELECCIÓN,,Texto simple
15,FUENTE DE LOS RECURSOS,,Texto simple
15,VALOR TOTAL ESTIMADO,,Número
15,VALOR ESTIMADO EN LA VIGENCIA ACTUAL,,Número
15,¿SE REQUIERE VIGENCIAS FUTURAS?,,Casilla
15,ESTADO DE SOLICITUD DE VIGENCIAS FUTURAS,,Texto simple
15,DATOS DE CONTACTO DEL RESPONSABLE,,Texto simple
16,Código UNSPSC (cada código separado por ;),,Texto simple
16,Descripción,,Texto simple
16,Fecha estimada de inicio de proceso de selección (mes),,Texto simple
16,Fecha estimada de presentación de ofertas (mes),,Texto simple
16,Duración estimada del contrato (número),,Número
16,"Duración estimada del contrato (intervalo: días, meses, años)",,Texto simple
16,Modalidad de selección,,Texto simple
16,Fuente de los recursos,,Texto simple
16,Valor total estimado,,Número
16,Valor estimado en la vigencia actual,,Número
16,¿Se requieren vigencias futuras?,,Texto simple
16,Estado de solicitud de vigencias futuras,,Texto simple
16,Unidad de contratación (referencia),,Texto simple
16,Ubicación,,Texto simple
16,Nombre del responsable,,Texto simple
16,Teléfono del responsable,,Texto simple
16,Correo electrónico del responsable,,Texto simple
16,Vigencia,Periodo o año al que pertenece la información,Número
17,AÑO,,Número
17,CODIGOS UNSPSC,,Texto simple
17,DESCRIPCION,,Texto simple
17,FECHA ESTIMADA DE INICIO DE PROCESOS DE SELECCIÓN,,Texto simple
17,DURACION ESTIMADA DEL CONTRATO,,Texto simple
17,MODALIDAD DE SELECCIÓN,,Texto simple
17,FUENTE DE LOS RECURSOS,,Texto simple
17,VALOR TOTAL ESTIMADO,,Número
17,VALOR ESTIMADO EN LA VIGENCIA ACTUAL,,Número
17,¿SE REQUIERE VIGENCIAS FUTURAS?,,Casilla
17,ESTADO DE SOLICITUD DE VIGENCIAS FUTURAS,,Texto simple
17,DATOS DE CONTACTO DEL RESPONSABLE,,Texto simple
18,Código UNSPSC (cada código separado por ;),,Texto simple
18,Descripción,,Texto simple
18,Fecha estimada de inicio de proceso de selección (mes),,Texto simple
18,Fecha estimada de presentación de ofertas (mes),,Texto simple
18,Duración estimada del contrato (número),,Número
18,"Duración estimada del contrato (intervalo: días, meses, años)",,Texto simple
18,Modalidad de selección,,Texto simple
18,Fuente de los recursos,,Texto simple
18,Valor total estimado,,Texto simple
18,Valor estimado en la vigencia actual,,Texto simple
18,¿Se requieren vigencias futuras?,,Texto simple
18,Estado de solicitud de vigencias futuras,,Texto simple
18,Unidad de contratación (referencia),,Texto simple
18,Ubicación,,Texto simple
18,Nombre del responsable,,Texto simple
18,Teléfono del responsable,,Texto simple
18,Correo electrónico del responsable,,Texto simple
19,Códigos UNSPSC,,Texto simple
19,Descripción,,Texto simple
19,Fecha estimada de inicio de proceso de selección,,Texto simple
19,Duración estimada del contrato,,Texto simple
19,Modalidad de selección,,Texto simple
19,Fuente de los recursos,,Texto simple
19,Valor total estimado,,Número
19,Valor estimado en la vigencia actual,,Número
19,¿Se requieren vigencias futuras?,,Texto simple
19,Estado de solicitud de vigencias futuras,,Texto simple
19,Datos de contacto del responsable,,Texto simple
20,Nombre Entidad,Nombre de la entidad del estado que publica el contrato,Texto simple
20,Nit Entidad,NIT de la entidad del estado que publica el contrato,Número
20,Departamento,Departamento en el cual se registró la entidad del estado que publica el contrato,Texto simple
20,Ciudad,Ciudad en el cual se registró la entidad del estado que publica el contrato,Texto simple
20,Localización,Ubicación completa de la entidad del estado que publica el contrato,Texto simple
20,Orden,Orden entidad del estado que publica el contrato,Texto simple
20,Sector,Sector entidad del estado que publica el contrato,Texto simple
20,Rama,Rama del estado de la entidad que publica el contrato,Texto simple
20,Entidad Centralizada,Define si la entidad es descentralizada o centralizada,Texto simple
20,Proceso de Compra,Identificador del proceso de compra publicado,Texto simple
20,ID Contrato,"Identificador del contrato firmado, generado por la plataforma",Texto simple
20,Referencia del Contrato,"Identificador del contrato firmado, generado por la entidad del estado",Texto simple
20,Estado Contrato,"Estado del contrato, frente a su ejecución, firma o liquidación",Texto simple
20,Codigo de Categoria Principal,Codigo UNSPSC de la categoría principal para el contrato,Texto simple
20,Descripcion del Proceso,Descripción del objeto del proceso de compra,Texto simple
20,Tipo de Contrato,Tipo de contrato de acuerdo a su marco jurídico,Texto simple
20,Modalidad de Contratacion,Modalidad de contratación de acuerdo al modelo de selección,Texto simple
20,Justificacion Modalidad de Contratacion,"Justificación de la modalidad, el escenario bajo el cual se toma la decisión de definir una u otra modalidad de contratación",Texto simple
20,Fecha de Firma,Fecha en que fué firmado digitalmente el contrato,Fecha y hora
20,Fecha de Inicio del Contrato,Fecha de inicio de las responsabilidades contractuales,Fecha y hora
20,Fecha de Fin del Contrato,Fecha de fin de las responsabilidades contractuales,Fecha y hora
20,Fecha de Inicio de Ejecucion,Fecha de inicio de la ejecución de las actividades del contrato,Fecha y hora
20,Fecha de Fin de Ejecucion,Fecha de fin de la ejecución de las actividades del contrato,Fecha y hora
20,Condiciones de Entrega,Condiciones bajo las cuales se entrega el producto o servicio,Texto simple
20,TipoDocProveedor,Tipo de documento del proveedor adjudicado,Texto simple
20,Documento Proveedor,Número de documento del proveedor adjudicado,Texto simple
20,Proveedor Adjudicado,Nombre del proveedor adjudicado,Texto simple
20,Es Grupo,"Determina el proveedor es un grupo de entidades, existe un conjunto de datos de CCE que contiene la conformación de los grupos",Texto simple
20,Es Pyme,Determina si la empresa es una Pyme,Texto simple
20,Habilita Pago Adelantado,Determina si el contrato tiene habilitada la opción de pago de adelantos,Texto simple
20,Liquidación,Determina si el contrato ha sido liquidado,Texto simple
20,Obligación Ambiental,Determina si el contrato tiene compromisos de cumplimiento a obligaciones ambientales,Texto simple
20,Obligaciones Postconsumo,Determina si el contrato tiene compromisos de cumplimiento a obligaciones posteriores a la entrega del producto o prestación del servicio,Texto simple
20,Reversion,Determina si el contrato ha sido reversado,Texto simple
20,Valor del Contrato,Valor total del contrato,Número
20,Valor de pago adelantado,Valor del pago por adelantado,Número
20,Valor Facturado,Valor Facturado a la fecha,Número
20,Valor Pendiente de Pago,Valor Pendiente de Pago a la fecha,Número
20,Valor Pagado,Valor Pagado a la fecha,Número
20,Valor Amortizado,Valor Amortizado a la fecha,Número
20,Valor Pendiente de Amortizacion,Valor Pendiente de Amortizacion a la fecha,Número
20,Valor Pendiente de Ejecucion,Valor Pendiente de Ejecucion a la fecha,Número
20,Estado BPIN,Estado de asignación del código del Banco de Proyectos de Inversión,Texto simple
20,Código BPIN,Código asociado al Banco de Proyectos de Inversión,Texto simple
20,Anno BPIN,Año de asignación del código del Banco de Proyectos de Inversión,Texto simple
20,Saldo CDP,Saldo del CDP asignado al proceso y al contrato,Número
20,Saldo Vigencia,Saldo actual para la vigencia del CDP asignado al proceso y al contrato,Número
20,EsPostConflicto,Determina si el proceso está asociado a algún evento de acuerdo de paz,Texto simple
20,URLProceso,URL del proceso de compra en la plataforma SECOP II,URL del sitio web
20,Destino Gasto,"Destino del gasto, a nivel presupuestal",Texto simple
20,Origen de los Recursos,"Origen de los Recursos, a nivel presupuestal",Texto simple
20,Dias Adicionados,Número de días en que el contrato ha sido adicionado,Número
20,Puntos del Acuerdo,"En caso de ser un proceso que da cumplimiento a compromisos en el acuerdo de paz, determina a qué puntos da conformidad",Texto simple
20,Pilares del Acuerdo,"En caso de ser un proceso derivado de compromisos del acuerdo de paz, define el pilar de acuerdo de paz al que corresponde",Texto simple
20,Nombre Representante Legal,Nombre del Representante legal de la empresa proveedora,Texto simple
20,Nacionalidad Representante Legal,Nacionalidad del representante legal de la empresa proveedora,Texto simple
20,Tipo de Identificación Representante Legal,Tipo de identificación del representante legal de la empresa proveedora,Texto simple
20,Identificación Representante Legal,Número de identificación del representante legal,Texto simple
20,Género Representante Legal,Género del representante legal,Texto simple
20,Presupuesto General de la Nacion – PGN,Valor de origen de los recursos que corresponde al Presupuesto General de la Nacion – PGN,Número
20,Sistema General de Participaciones,Valor de origen de los recursos que corresponde al Sistema General de Participaciones,Número
20,Sistema General de Regalías,Valor de origen de los recursos que corresponde al Sistema General de Regalías,Número
20,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)","Valor de origen de los recursos que corresponden a Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Número
20,Recursos de Credito,Valor de origen de los recursos que corresponde a Recursos de Credito,Número
20,Recursos Propios,Valor de origen de los recursos que corresponde a Recursos Propios,Número
20,Ultima Actualizacion,Fecha de actualización del registro,Fecha y hora
20,Codigo Entidad,Codigo generado en la plataforma para la entidad,Texto simple
20,Fecha Inicio Liquidacion,Fecha en la que se inicia el proceso de liquidación del contrato,Texto simple
20,Fecha Fin Liquidacion,Fecha en la que finaliza el proceso de liquidación del contrato,Texto simple
20,Codigo Proveedor,,Texto simple
20,Objeto del Contrato,Objeto de ejecución definido en la redacción del contrato,Texto simple
21,Códigos UNSPSC,,Texto simple
21,Descripción,,Texto simple
21,Fecha estimada de inicio de proceso de selección,,Texto simple
21,Duración estimada del contrato,,Texto simple
21,Modalidad de selección,,Texto simple
21,Fuente de los recursos,,Texto simple
21,Valor total estimado,,Texto simple
21,Valor estimado en la vigencia actual,,Texto simple
21,¿Se requieren vigencias futuras?,,Casilla
21,Estado de solicitud de vigencias futuras,,Texto simple
21,Datos de contacto del responsable,,Texto simple
22,Código UNSPSC (cada código separado por ;),,Texto simple
22,Descripción,,Texto simple
22,Fecha estimada de inicio de proceso de selección (mes),,Número
22,Fecha estimada de presentación de ofertas (mes),,Número
22,Duración estimada del contrato (número),,Número
22,"Duración estimada del contrato (intervalo: días, meses, años)",,Número
22,Modalidad de selección,,Texto simple
22,Fuente de los recursos,,Número
22,Valor total estimado,,Texto simple
22,Valor estimado en la vigencia actual,,Texto simple
22,¿Se requieren vigencias futuras?,,Número
22,Estado de solicitud de vigencias futuras,,Número
22,Unidad de contratación (referencia),,Texto simple
22,Ubicación,,Texto simple
22,Nombre del responsable,,Texto simple
22,Teléfono del responsable,,Número
22,Correo electrónico del responsable,,Texto simple
23,Códigos UNSPSC,,Número
23,Descripción,,Texto simple
23,Fecha estimada de inicio de proceso de selección,,Texto simple
23,Duración estimada del contrato,,Texto simple
23,Modalidad de selección,,Texto simple
23,Fuente de los recursos,,Texto simple
23,Valor total estimado,,Texto simple
23,Valor estimado en la vigencia actual,,Texto simple
23,¿Se requieren vigencias futuras?,,Casilla
23,Estado de solicitud de vigencias futuras,,Texto simple
23,Datos de contacto del responsable,,Texto simple
24,Códigos UNSPSC,,Número
24,Descripción,,Texto simple
24,Fecha estimada de inicio de proceso de selección,,Texto simple
24,Duración estimada del contrato,,Texto simple
24,Modalidad de selección,,Texto simple
24,Fuente de los recursos,,Texto simple
24,Valor total estimado,,Número
24,Valor estimado en la vigencia actual,,Número
24,¿Se requieren vigencias futuras?,,Casilla
24,Estado de solicitud de vigencias futuras,,Texto simple
24,Datos de contacto del responsable,,Texto simple
24,Unnamed Column,,Texto simple
25,Códigos UNSPSC,Clasificador de Bienes y Servicios de Naciones Unidas (UNSPSC).,Texto simple
25,Descripción,Describe el objeto de inversionplaneada.,Texto simple
25,Fecha estimada de inicio de proceso de selección,Fecha de inicio de la Inversion planeada.,Texto simple
25,Duración estimada del contrato,Tiempo de ejecucion del objeto de la Inversion,Texto simple
25,Modalidad de selección,Tipo de modalidad de los recursos a invertir.,Texto simple
25,Fuente de los recursos,Fuente u Origen de los recursos.,Texto simple
25,Valor total estimado,Valor estimado de la inversion.,Texto simple
25,Valor estimado en la vigencia actual,Valor estimado de la inversion en la vigencia 2018.,Texto simple
25,¿Se requieren vigencias futuras?,se requieren inversiones en el futuro?,Texto simple
25,Estado de solicitud de vigencias futuras,Estado de la posible inversion a futuro...,Texto simple
25,Datos de contacto del responsable,Contacto o funcionario responsable.,Texto simple
26,Código UNSPSC (cada código separado por ;),,Número
26,Descripción,,Texto simple
26,Fecha estimada de inicio de proceso de selección (mes),,Texto simple
26,Fecha estimada de presentación de ofertas (mes),,Texto simple
26,Duración del contrato (número),,Número
26,"Duración del contrato (intervalo: días, meses, años)",,Texto simple
26,Modalidad de selección,,Texto simple
26,Fuente de los recursos,,Texto simple
26,Valor total estimado,,Texto simple
26,Valor estimado en la vigencia actual,,Texto simple
26,¿Se requieren vigencias futuras?,,Texto simple
26,Estado de solicitud de vigencias futuras,,Texto simple
26,Unidad de contratación (referencia),,Texto simple
26,Ubicación,,Texto simple
26,Nombre del responsable,,Texto simple
26,Teléfono del responsable,,Número
26,Correo electrónico del responsable,,Texto simple
27,Código UNSPSC (cada código separado por ;),,Texto simple
27,Descripción,,Texto simple
27,Fecha estimada de inicio de proceso de selección (mes),,Texto simple
27,Duración del contrato (número),,Texto simple
27,Modalidad de selección,,Texto simple
27,Fuente de los recursos,,Texto simple
27,Valor total estimado,,Texto simple
27,Valor estimado en la vigencia actual,,Texto simple
27,¿Se requieren vigencias futuras?,,Casilla
27,Estado de solicitud de vigencias futuras,,Texto simple
27,Nombre del responsable,,Texto simple
28,Códigos UNSPSC,,Texto simple
28,Descripción,,Texto simple
28,Fecha estimada de inicio de proceso de selección,,Texto simple
28,Duración estimada del contrato,,Texto simple
28,Modalidad de selección,,Texto simple
28,Fuente de los recursos,,Texto simple
28,Valor total estimado,,Número
28,Valor estimado en la vigencia actual,,Texto simple
28,¿Se requieren vigencias futuras?,,Casilla
28,Estado de solicitud de vigencias futuras,,Texto simple
28,Datos de contacto del responsable,,Texto simple
29,UID,"Identificador único de la relación entre proceso y adjudicación, campo constituido por el número de constancia y el de adjudicación, separados por un guión",Texto simple
29,Anno Cargue SECOP,Valor Numérico para identificar el año en que el proceso fue cargado en la plataformaorma,Número
29,Anno Firma Contrato,"Valor de texto que identifica la fecha de firma del contrato, en caso de no existir aún firma del contrato, el registro se marca como no firmado",Texto simple
29,Nivel Entidad,Determina el primer grado de caracterización de la entidad de acuerdo a su orden: Nacional o Territorial,Texto simple
29,Orden Entidad,"Segundo nivel de caracterización, que detalla el orden definido para la entidad",Texto simple
29,Nombre Entidad,"Nombre de la Entidad del Estado que publicó el proceso de compra, Entidad compradora el proceso",Texto simple
29,NIT de la Entidad,"Identificador tributario de la entidad del Estado que publicó el proceso de compra, Entidad compradora",Texto simple
29,Código de la Entidad,"Código de la Entidad, utilizado como identificador único en la plataforma SECOP I",Texto simple
29,ID Modalidad,"Identificador de la Modalidad de selección que se determinó para el proceso de compra actual, Ej: Licitación Pública, Contratación Directa. compra",Número
29,Modalidad de Contratacion,"Modalidad de selección que se determinó para el proceso de compra actual, Ej: Licitación Pública, Contratación Directa.",Texto simple
29,Estado del Proceso,El Estado del proceso a la fecha de publicación,Texto simple
